"title","authors","abstract"
"CDEN DESIGN MODULE DEVELOPMENT: A DEVELOPER'S PERSPECTIVE","Rashaad Sader; Daryl Caswell; Clifton Johnston; Ron Fauvel","In the formative stages of the Canadian Design Engineering Network, module developers are faced with a significant challenge. As developers, we want to create design modules representative of our own best practices, however, the modules we produce need to fit into an organizational structure that is still evolving. In the view of the authors, the fact that the structure is still evolving is a positive one. WE also view the establishment of one submission format prior to the creation of design modules is putting the cart before the horse in a project that relies on creative submissions from many different people with many different approaches to design education.. The purpose of this paper is to integrate a discussion of the current form of the Tier system with a description of the author&rsquo;s module development approach. Hopefully, as more modules are generated, a more flexible pattern for organization and integration will emerge."
"Engagement by Design - 8 lenses for engaging students","Andrew Roncin; Husam Elsaid; Alexander Roncin","This paper provides an overview of Yu-Kai Chou’s Octalysis framework for engaging design through the use of meaning, accomplishment, empowerment, ownership, social influence, scarcity, unpredictability, and loss. These eight lenses form the basis to consider both white hat/black motivators and sources of intrinsic/extrinsic motivation. As Octalysis is a gamification framework used in industry, a brief exploration of how the identified drivers align with psychological research is presented. Finally, to demonstrate the framework, the paper presents a reflective analysis of successes and failures in the delivery of a Project Management course using the Octalysis drivers. By considering the motivating factors contained in the Octalysis framework, instructors can gain insight into how to make their courses more engaging, and personally relevant to students."
"A COMPETENCY-BASED, STUDENT-CENTERED ASSESSMENT MODEL FOR ENGINEERING DESIGN","C. R. Johnston; D. J. Caswell; D. M. Douglas; M. J. Eggermont","The new first-year engineering design and communications course at the University of Calgary has adopted a competency-based, student-centered model for assessing learning. Satisfactory performance in this course requires mastery of core competencies in four categories: ability to function as a member of a team, ability to contribute effectively to product or process design, ability to communicate effectively using the written word, ability to communicate effectively through the medium of drawing. Every assignment in the course is aimed at evaluating one (or more) of the core competencies from these categories. Student work is assessed as Excellent, Good, or Requires Additional Work. Because our focus is on competency, we permit students to redo any of their work to achieve a better assessment. Students must achieve the minimum of a Good on every assignment to have established competency and pass the course. Students can also redo assignments to move from a Good to Excellent assessment. Students compile term work into portfolios. The portfolios illustrate the progression of learning to both instructors and students. Students also use the portfolio to highlight their design and communication abilities to future employers. The new competency-based approach used at the University of Calgary is more effective than traditional assessment models because it requires students to learn from one another and to reflect on their learning. Students receive feedback by following a four-step process: 1) Comparison to posted examples of student work, 2) Discussion with other students, 3) Generation of a written self-assessment, 4) Feedback on self-assessment by instructors. This assessment approach reinforces the skills needed for engineering design."
"ENGINEERS AS LIFE-LONG LEARNERS: PEDAGOGICAL TOOLS FOR ENGINEERING GRADUATE ATTRIBUTE DEVELOPMENT","Shermeen Nizami; Mohamed Abdelazez; Adrian D.C. Chan","We integrate three pedagogical constructs to design a novel toolbox to support engineering graduate attribute development and measurement of life-long learning. These constructs are (i) Bloom’s Taxonomy of Educational Objectives in the Cognitive Domain, (ii) Curriculum mapping to skill levels of Introduction, Reinforcement, Mastery and Assessment (IRMA), and (iii) High Impact Practices (HIPs). We use the toolbox in a single, but in-depth, experiential education research study in our department’s Biomedical and Electrical Engineering program. We formally introduce these pedagogies to a cohort of eighteen final year students. The students then use the toolbox throughout the term to identify and address their own educational needs such that they develop into independent, competent life-long learners. We test the effectiveness of the toolbox using mixed methods research. Bloom’s Taxonomy levels scored by the instructor and the students had a correlation coefficient of 0.36. IRMA mapping was tested using binomial hypothesis testing. The test accepted the alternative hypothesis H1: Student mapping of course learning outcomes to a skill level was informed by the instructor’s pedagogy and followed the same distribution as the instructor's mapping, i.e., the mapping was not random and p≠0.5. Results showed H1: {I (47%), R (84%), M (63%)}. In addition, experiential impressions of life-long learning on the students were gathered through qualitatively written feedback."
"ENGINEERING ETHICS EDUCATION: MORE THAN A CEAB REQUIREMENT","Cindy Rottmann; Doug Reeve; Robin Sacks; Mike Klassen","The Canadian Engineering AccreditationBoard (CEAB) requires faculties of engineering toincorporate graduate attribute 3.1.10 “ethics and equity”into their curricula. More than the CEAB requirement,engineering educators have an obligation to preparestudents for the ethical dilemmas they will inevitably facein their workplaces and their lives. Our analysis of surveydata collected during a pilot study of our ethical casestudies project examines a gap between students’perceptions about the effectiveness and importance ofengineering ethics education. While there was aconsiderable range in participants’ ratings of theeffectiveness of previous engineering ethics coursework,they consistently placed a high value on the importance ofethics in engineering education. This finding is significantbecause it challenges the prevailing assumption thatengineering students’ disinterest in non-technicaleducation is the primary barrier to effective ethicsinstruction."
"EFFECTIVE LEARNING ENVIRONMENTS: IS THERE ALIGNMENT BETWEEN THE IDEAL, THE ACTUAL, AND THE STUDENTS' PERSPECTIVE?","Nancy  Nelson; Robert  Brennan","The overarching principles of effective educational practice in higher education define the characteristics of an effective learning environment. Institutions of all sizes have demonstrated that it is possible to increase student success and add value to the learners' experiences by applying these principles. This qualitative study explores the alignment between the ideal learning environment, the actual undergraduate engineering experience as defined by engineering educators, and the learners' perspective. 
Building on the benchmarks of effective learning environments, students were asked to complete an online survey based on the Stop, Start, Continue method for acquiring formative feedback. Thematic analysis identified five themes: focus on learning, supported instruction, quality of teaching, student engagement, and other related items including academic rigour and strong relationships between students, instructors, and staff.
Students indicate that their primary learning environment is teacher-directed and lecture-based. This is aligned with the current practices identified by engineering educators, but only partially in line with those of an effective learning environment. Coded items indicate that many students have sub-optimal motivational outlooks, but feel their ability to survive and thrive is improved when they are more involved in their learning and are supported in a more student-centred learning environment. They value instructors who provide clear and accurate resources, and who are supportive through actions both in and out of the classroom. Engineering educators can use these insights to better align their teaching practices with the principles and practices of effective learning.
&nbsp;"
"TEACHING AND ASSESSING “LIFELONG LEARNING” IN ENGINEERING COMMUNICATION COURSES","Laura Patterson; Carolyn Labun; Jannik Eikenaar","Recent changes to CEAB’s accreditation process have resulted in the need for engineering programs in Canada to find ways to assess critical graduate attributes. While many of the attributes can be measured through traditional methods, others are more subtle and challenging to assess. One that can be particularly challenging both to teach and assess is lifelong learning. As its name suggests, lifelong learning is a process that begins before and continues after a person’s formal education; it is a learner-initiated activity or habit of mind. As such, educators must develop ways to ensure that students understand the importance of learning itself, both during and after their formal engineering studies.Technical Communication courses are excellent vehicles for delivering and reinforcing the skills and competencies associated with lifelong learning. This paper will explore how “Lifelong Learning” as a CEAB graduate attribute can be taught and assessed in communication courses (APSC 176 and APSC 201) housed in an engineering program at UBC’s School of Engineering. This paper will also explore the next steps in developing appropriate metrics for determining the success of these courses in  meeting this element of accreditation."
"Recent Enhancements to the Biosystems Engineering Design Trilogy at the University of Manitoba","Danny D Mann; Kris J Dick; Sandra A Ingram","In previous years, several improvements to the teaching of engineering design were made by staff in the Department of Biosystems Engineering at The University of Manitoba. The first innovation occurred when a trilogy of courses spanning the final three years of the program was introduced as a replacement for a single capstone course in the final year of the program. In its original conception, engineering students were to get three opportunities to be involved in design problems originating from industry, with greater expectations with each subsequent experience. A second innovation occurred when technical communication was formally integrated within the trilogy of design courses. This innovation has helped engineering students realize the value of professional communication skills in collaborating with each other and in preparing reports and presentations for an industry client. A third innovation occurred three years ago when the decision was made to allow students to participate in the prototyping of their designs. The so-called “Design Trilogy” now consists of a single course (Design Trilogy I) taken during the second year of the engineering program (which builds upon the first-year design experience with the requirement of a conceptual solution in response to a design problem provided by industry) and two courses taken during the final year of the program. Students are required to have a design completed on paper by the completion of Design Trilogy II and fabrication of the prototype occurs during Design Trilogy III. The student experience in the Design Trilogy, with particular emphasis on curriculum innovations in Design Trilogy III, will be discussed."
"SOFTWARE ENGINEERING DAYS: USING A VIDEO GAME PLATFORM TO TEACH COLLABORATIVE SOFTWARE DEVELOPMENT","Chris  Rennick; Derek Rayside; John  Harris; Patrick  Lam","This paper describes the implementation and assessment of a multi-day engineering design activity for Software Engineering students. This activity required students to work in teams of 16 to develop and implement four sub-systems of a digital spaceship. The Unity video game engine with a custom ""spaceship sandbox"" were used to drive student intrinsic motivation for the task, and to limit the complexity of the spaceship implementation. 
Student feedback of the activity was captured through a survey given immediately following the second day of the activity, and through a focus group conducted with four students later in the term. The feedback on the activity was largely positive, with teamwork, collaboration, and the software to accomplish it (Git) as major learning outcomes identified by students. Several improvements are planned for the fall 2019 version of the activity based on both instructor observation and student feedback.
&nbsp;"
"A Systems Theory Framework for Embedding Lifelong Learning Holistically in Undergraduate Engineering Education","Amanda Saxe; Rehab Mahmoud; Nasim Razavinia","The new educational imperative is to empower students to manage their own learning in a variety of contexts throughout their lifetimes. This is particularly true for fields that rely on fast-changing technology, like engineering. As such, lifelong learning is gaining increased recognition. This paper describes a holistic framework for addressing lifelong learning in undergraduate engineering programs. The authors draw on existing literature to support this novel framework which consists of: 1) course design that intentionally aligns lifelong learning outcomes, teaching strategies, and assessment methods, 2) experiential learning opportunities that scaffold students’ development of lifelong learning in authentic and relevant ways, 3) instructor commitment to their own lifelong learning, and 4) conceptualization of lifelong learning as an overarching graduate attribute that can be incorporated alongside the others."
"Development of a Digital Literacy Course to Minimize Digital Inequities Among First-Year Engineering Students","Khawla Shnaikat; Emily Marasco; Ann Barcomb","This study addresses the challenge of digital inequities among first-year engineering students by employing the Learning Engineering (LE) process to design a set of online modules. Recognizing the critical need for digital literacy in today's engineering education, the study innovates by using a comprehensive LE framework to develop and enhance digital literacy skills. Identification of essential competencies and student personas guided the development of digital literacy module content. By integrating the LE process, the research aims to systemically address digital literacy gaps through customized learning modules. Initial results from the course implementation indicates improvement in students' digital literacy knowledge, showcasing the effectiveness of the LE process and rubric-guided module development. This study emphasizes the significance of digital literacy for engineering students while demonstrating a scalable pilot for enhancing digital skills within higher education."
"PRELIMINARY INVESTIGATION OF THE INTEGRATION OF ENGINEERING IN TO K-12 EDUCATION","Mary Spencer; David S. Strong","There has been a general decline in the number of students applying for engineering programs among Western nation&rsquo;s universities over the last decade. For this society to continue advancing, particularly with the growing emphasis on sustainable practices, it is necessary to reverse this trend and grow the number of students who choose engineering as a profession. It is generally accepted that kindergarten through high school (K-12) education has significant influence on a student&rsquo;s choice of university programs. It is proposed that initiatives be developed to foster interest in the profession of engineering long before students make post-secondary education choices. Potential mechanisms to fulfill this need could include direct student curricular programs, development for teachers, and outreach opportunities for students. As a first step, this paper discusses an initial investigation into current K-12 approaches to increasing awareness of and interest in engineering, as well as the effectiveness of the approaches."
"DEVELOPING HOLISTIC ENGINEERING COMPETENCIES IN A BIO-INSPIRED DESIGN COURSE","Marjan Eggermont; Robyn  Paul","Bio-inspired design can be found in an increasing number of products and applications from surgical staples inspired by porcupines to bacteria inhibiting foil inspired by sharks. As a methodology, bio-inspired design studies nature, its models, systems, and processes and then imitates or takes creative inspiration from them to solve human problems often sustainably. Bio-inspired design as a methodology is applicable to multiple disciplines and has driven innovations in fields ranging from business to engineering. The increase in interest in this method of design comes directly from our search for sustainable solutions to solving problems. A recent technical elective explores this design methodology to increase a holistic view of design using project-based learning in a community context."
"Approaches to Ethically Studying Indigenous Engineering Student Mental Health","Rebecca Balakrishnan; Jillian Seniuk Cicek; Randy Herrmann","Background: As Canadian engineering programs attract more Indigenous students, it is important we understand the mental health needs and experiences of Indigenous students so we can provide the support they need. The purpose of this paper is to share the approach to designing a study exploring Indigenous engineering student mental health and to highlight the considerations required when doing research in collaboration with Indigenous peoples. This paper explores the use of Indigenous methodologies, Two-Eyed Seeing, and the medicine wheel in the study design. Preparing to do research with Indigenous students, particularly as researchers with European ancestry, requires significant planning and reflection. Key features of this include taking First Nation Principles of Ownership Control Access and Possession (OCAP) training and committing to the OCAP principles, using reflexivity as a researcher, and ensuring participant safety when exploring sensitive topics. As we advance truth and reconciliation in academia, it is crucial that we do so with reflexivity, respect, and reciprocity, prioritizing anti-oppressive practices and balancing Indigenous ways of knowing with western knowledge."
"Lessons Learned From Teaching System Thinking To Engineering Students","Amin Azad; Emily Moore","There are frequent calls for engineers to build integrated approaches to complex social and environmental problems. However, engineering education provides little opportunity to explore these ""wicked problems"".
Given the complexity of the challenges, engineers face upon graduation, introducing students to systems thinking approaches and wicked problems could greatly benefit their ability to deal with complex challenges in the real world. At the University of Toronto, we have been taking part in the initiative to design a course with the primary topic of Systems Thinking targeted towards upper-year students from all disciplines. The objective of this course is not for student teams to get to a solution, but more so to develop an understanding of the wicked problem they are working on while educating them to leverage system thinking tools for visualizing their problem space and system mapping techniques to look at open systems.&nbsp;
This presentation will share our observations of the interactions, lessons learned, and challenges we faced during our first iteration of this course. The objective of this paper is to start an ongoing thread about the progress of teaching systems thinking concepts to engineering students throughout the upcoming years, along with the learning outcomes established from this course. In the future, we want to extract the data gathered from this course and research systems thinking principles and their benefits in approaching wicked problems."
"Lessons Learned from Using Competency Based Assessment (CBA) in a First Year Engineering Statics Course","Sean  Maw; Shaobo  Huang; Duncan  Cree; Glyn  Kennell; Wendy  James","During the Fall term of 2020, the first year Statics course in the College of Engineering at theUniversity of Saskatchewan was taught remotely, and synchronously, using a competency-based assessment (CBA) implementation. CBA is commonly used in other professions, especially medical education and teacher education, but it has yet to see widespread use in engineering education.CBA can involve a number of key differences from conventional assessment practices. In this pilot, it involved the following key differences. Whereas previous versions of the course had involved assignments, labs, a midterm, and a final exam, each worth a certain weight in the overallcourse grade, the 2020 CBA version was broken into three modules, each with a “module test”. The module tests were superficially similar to a midterm, and there was no cumulative final exam. Open book assignments, quizzes, labs, and module tests consisted of questions and exercises that addressed a variety of learning outcomes (LOs) within the modules. The LOs were assigned weights in the overall course grade, as opposed to assigning weights to assessments themselves as in a conventional assessment system. Students could therefore overcome poor performances in early assessments of LOs, as better later results on the same LOs would replace the earlier results.A key feature of this approach was that students had at least two and typically three or more opportunities to exhibit competence with respect to the course’s LOs. Another key aspect of this CBA implementation was the division of course material into three levels or “types”. Type A materials were the most basic building blocks of the course i.e. basic definitions, calculations, and concepts. Type B materials were basic integrative problems e.g. solving a basic 2D or 3D particle or rigid body equilibrium question, or solving a basic truss. Type C materials were advanced or “tricky” integrative problems that probed deeper understanding and required more adaptive problem solving. Students were required to meet competency thresholds for Type A and B materials i.e. theyneeded to exhibit a minimal level of competency in the LOs in order to pass the course.Overall, the class excelled in this assessment format and anecdotal evidence suggests that the students enjoyed it. A summary description of the complete system will be presented in this paper, including how grades were determined, how assessments were conducted and evaluated, how LOs were determined, and how the three levels of material were arranged. As well, basic statisticalresults from the class’ performance will be presented, along with a number of observations made by the instructors and some anecdotal impressions conveyed to them by students. The observed outcomes will be compared with the CBA literature for related STEM contexts, although the remote learning/COVID context did obscure the causes and origins of some of the observed outcomes. Changes that will be made in next year’s implementation of the course will also be discussed."
"Effects of Course Sequence on Software Programming in First-Year Engineering Open-Ended Projects","Jon Nakane; Carol Jaeger; Pete Ostafichuk","In a large first-year introduction to engineering design course at the University of British Columbia students complete a five-week electromechanical design and build project at the beginning of term 2. An introduction to computing course, core to the program, may be taken either in the prior term or the same term as the introduction to engineering design course. In this paper the effects of completion of the computing course prior to commencing the project on team performance is analyzed. The data shows that the number of students with computing experience has only a modest impact on team performance for deliverables involving the description of the team’s application of the engineering design process such as poster presentations, and that teams with no students with computing experience generally outperform teams with one or two students with computing experience on the technical deliverable of the project. Possible causes for this finding, along with a summary of resources and teaching strategies aimed at supporting all teams in developing programming skills are presented."
"EXPERIENCE OF PARTNERING WITH INDUSTRY TO ENRICH ENGINEERING DESIGN EDUCATION","Heather Herring; Peihua Gu","Involving industry in engineering design education would enhance quality of education and student experience as most design expertise resides in industry that can be accessed through guest lectures and interactions with students; and real, meaningful engineering design projects are needed for our students. Good industrial projects with enthusiastic industrial participation in the design capstone course would provide very valuable opportunity for students to gain meaningful experience and would prepare students better to be design ready engineers upon graduation. However, there are a number of challenges in association with industry participation. This paper reports our experiences in dealing with industry-based design projects as well as associated challenges. It is our experience and belief that these challenges can be successfully addressed if both university and industry treat the partnership from a long term perspective and provide reasonable resources to the partnership."
"DEVELOPMENT OF PEER TEACHING SUPPORTED DESIGN FOR X MODULES FOR SENIOR ENGINEERING DESIGN PROJECTS","Grant McSorley","Abstract – This paper presents initial results from a series of modules introducing Design for X (DfX) concepts to student project teams. DfX methods are recognised as a means to facilitate decision making throughout the design process and directly support the “Design” graduate attribute as defined by the Canandian Enginering Accreditation Board.
In this senior design course, third and fourth year students are integrated into the same project teams, with the aim of promoting peer learning and leadership.&nbsp; Therefore, a flipped classroom approach was applied to the modules, followed by team-based reflection and discussion after which the appropriate DfX methods were to be applied within the projects. In the second semester third year students from each team were required to update the class on how these methods had been implemented in their projects.
Preliminary results show active participation by the fourth year students, with varying levels of application of the tools within the projects. This paper will present specific examples of student led discussion and exercises surrounding DfX topics, as well as a qualitative evaluation of the application of DfX methods by the student teams. Recommendations for future improvement include the development of additional short duration, concrete, formative DfX activities for inclusion in the modules.
&nbsp;"
"Engineering education: Nurturing a holistic skill set for future success through an introductory course","Anil Kumar Vinayak; Harikrishna Rao Mohan Rao","The choice of post-secondary courses is heavily influenced by individuals' perceptions of their chosen discipline. Freshmen often bring preconceived notions about engineering, impacting their course preferences. Students excelling in Physics and Mathematics typically gravitate towards engineering, believing it provides a competitive advantage. However, beyond technical skills, engineering demands proficiency in soft skills like problem-solving, teamwork, and creativity. This article, authored by teaching assistants of an introductory engineering design and communication course, delves into the holistic aspects of engineering. The course aims to provide a comprehensive understanding of engineering by emphasizing critical skills such as project management, communication, teamwork, adaptability, safety, and ethics. Despite the belief that a strong background in physics and mathematics suffices for engineering success, this course stresses the importance of a well-rounded skill set. The authors emphasize the necessity of developing non-technical skills for a successful engineering career, challenging the conventional narrative, and advocating for a more comprehensive approach to engineering education. The authors underscore the importance of students' perspectives on these concepts and provide their recommendations and a call to action to improve the student perception of such courses."
"Development of Outcome-Based Assessment Metric for Engineering Program Accreditation","Hooman Nabovati Khormazard; Paula Ogg; Mouhamed Abdulla; Jon Berge","The Canadian Engineering Accreditation Board (CEAB) requires engineering programs to assess twelve high-level educational graduate attributes. For evidence of teaching and learning of these engineering attributes, we developed a framework founded on pedagogical practices from backwards design, constructive alignment, outcome-based education, and student-centred learning. This quantifiable framework offers a rigorous and tunable approach to systematically aggregate performance results over a specified duration. Alongside evaluation tools to measure graduate attributes, we created a comprehensive common skills rubric to evaluate performance-based learning activities. Overall, the proposed framework offers an accurate and sustainable solution for the assessment of CEAB graduate attributes used for Bachelor of Engineering programs. With high precision, results from this assessment process can shed light on a set of factors that impact students’ performance in achieving outcomes of a particular engineering program. The results can also build a foundation that triggers continual improvement in teaching and learning courses in engineering programs."
"Peer Learning and Leadership in Engineering Design and Professional Practice","Amy Hsiao; Grant McSorley; David Taylor","This work presents an assessment of the development of leadership skills in fourth-year engineering students, who are project leads of teams that comprise of third-year engineering students in a yearlong Engineering Design and Professional Practice course. It is proposed that the success of peer learning is directly related to the growth and change in the project leads, the progress of the followers, and the strength of the leader-follower engagement. As such, this work will compare classroom observations with Leader-MemberExchange (LMX) theory and the concepts of servant leadership and authentic leadership in the context of an engineering workplace. This work will also discuss both the value of the inputs and the measure of the outcomes in this peer mentorship scenario, i.e. starting with the importance of the individual in peer mentorship, through reflection, goal-setting, and self-awareness, to the importance and practice of designated project lead management meetings, to the significance of knowledge transfer in the learning process. The challenges of peer learning at the undergraduate level will also be discussed. In presenting this work, the authors would like to promote knowledge sharing of how peer mentorship and the development of leadership skills have been implemented and assessed effectively in Engineering at other universities. Keywords: peer learning and mentorship, project-based teamwork, authentic and servant leadership, leaderfollower exchange."
"ADDRESSING DIVERSITY AND GENDER ISSUES IN A CORNERSTONE DESIGN COURSE","Sarah R.  Nicholson; W. Patrick  Neumann; Mary F. (Frankie)  Stewart; Filippo A.  Salustri","In the cornerstone engineering design course for Mechanical and Industrial Engineering undergraduates at Ryerson University, students’ design approaches were being negatively affected by gender and other biases. Therefore, the course was modified to encourage students to explore these biases, with an initial emphasis on gender so that they may design with a fuller sense of women’s issues. This novel endeavour aimed to change the course’s culture via awareness, and by connecting equity, diversity, and inclusion to an engineering context. Qualitative analysis of student reports before and after these modifications showed that the intervention led to user groups that more closely matched actual demographics and included a higher number of women, LGBTQ, and elderly Personas than before. Furthermore, the qualitative descriptions showed less of a skewed tendency to attribute positive characteristics to men and negative characteristics to women after the course modifications were implemented. Student surveys indicated that there was a potential cultural shift within the course, and a broadening of student focus to include equity, diversity, and inclusion when undertaking an engineering design project.
&nbsp;"
"An Extra-Curricular Challenge Co-Developed with Industry: A Learning-Focused Hackathon","Chris Rennick; Vidyasagar Rajendran; Silas Ifeanyi","There are numerous strategies to include industrial perspectives in undergraduate education, however, it is challenging to provide students with high-fidelity industrial experiences in a classroom setting. These industrial perspectives are very valuable to students’ education as the problems faced in the real-world are often multi-disciplinary and ill-structured. This paper describes an extracurricular event co-organized by an automotive manufacturer and a Canadian university that aimed to bring an industrial problem to students in a setting where they could learn and practice their engineering skills. The challenge was a software-driven task with testing done on real hardware in real time. Optional training at the start of the event helped to ease the learning curve and ensured that students were able to achieve some level of success. While the activity ultimately looked similar to a hackathon, the structure of the event, and the lack of competition between teams created a low-stakes learning environment where attendees of all skill levels could thrive. Feedback from students and the industrial partner was positive, with several students commenting on how this event changed their perspective on work in the automotive sector."
"DESIGNING YOUR ENGINEERING CAREER: THE APPLICATION OF THE DESIGN PROCESS TO CAREER DEVELOPMENT","Dr. Sean O' Brien; Carolyn Geddert","&nbsp;Abstract – Students have often reported feeling unprepared for career planning, development and decision-making. The open-ended nature of career development may be analogous to the design space, and may therefore benefit from the application of the engineering design process. This teaching practice report discusses the authors’ experience implementing a seminar in an engineering program, which guides students to apply the engineering design process to their career development. The application of the design process to student career development may improve students’ confidence and success by reframing the problem into a structure that they are already proficient with."
"DESIGN DAYS (RE)BOOT CAMP: INTEGRATING FIRST-YEAR ENGINEERING DESIGN REMOTELY","Jennifer  Howcroft; Igor   Ivkovic; Matt. Borland; Reem  Roufail; Carolyn MacGregor","Due to the COVID-19 pandemic, course activities pivoted to online learning in 2020. This necessitated a redesign of Systems Design Engineering’s Design Days from a two-day in-person event at the start of term to three shorter online sessions throughout term to prepare and support students during their first term atuniversity. These sessions featured new activities including, an arcade game developed using block coding;a Rube Goldberg virtual ball toss; and the design of a Wi-Fi access point reflector. All activities were designed using principles of effective online learning including, social presence, familiarization with online learning technology, and engaging activities. The online Design Days (Re)Boot Camp ran successfully during Fall 2020, supporting most intended learning outcomes and achieving high initial participation. Continual improvement will focus on sustaining participation, strengthening connections to design and technical concepts, and retaining strong elements upon the return to in-person learning."
"OUTCOMES AND LESSONS FROM DEPLOYING DIGITAL NOTEBOOKS ACROSS A MULTI-SECTION ENGINEERING DESIGN COURSE  ","John K. Dickinson","The instructor team of large cohort, team- and project-based, first-year engineering design course were faced with a number of common and persistent challenges; effective modelling and scaffolding of the design process; realizing consistent content delivery, marking, and feedback across multiple sections; keeping student teams on track; capturing individual marks related to teamwork; and establishing good design notebook keeping practices. As part of continuing course updates, distributed digital notebooks including worksheets were progressively introduced to support project and team learning activities and individual assessment and feedback. This paper examines the outcomes and lessons learned from the increasingly expanded role these notebooks have taken and their impacts on both instructors and students. In practice, the digital project notebooks have shown themselves to be surprisingly versatile as a platform to 1) deliver course content, 2) enable regular evaluation of individual student participation, contribution, and/or understanding, 3) record and assess team-level progress on the project, and 4) capture and monitor the evolution of team plans and ongoing activities. However, there are some observed costs to the implementation approach taken so far, including potential loss of flexibility, inhibiting teams from taking initiative or learning to manage their own time and effort."
"Pre-Production of a Gamified Experience for Creating New Design Thinking Mindset","Shelir Ebrahimi; Reza Yazdanpanah; Armaghan Taghvaei","In a rapidly changing world, Canadian Universities are preparing students by developing learner-centered experiential learning programs. Most of these programs within Engineering are mainly project-based courses to provide an opportunity for students to practice design-thinking process along with other technical skills. Engineering students are usually competent with the technical aspects of the design-thinking process, but they struggle to grasp the importance of the early steps that focus on understanding the challenge and generating ideas.
A team of educators have come together to create gamified experiences to guide students through idea generation process. This mini-project is part of a larger work that focuses on the design and the development of a multi-component online course to train students in creating new engineering design thinking mindset.
This paper that is a small piece of an on-going effort, focuses on the design and the test run of a gamified experience based on the concept of “what if?” question to help students to generate more ideas.&nbsp;"
"STUDENT-INDUSTRY PROJECT IDENTIFICATION OF FAVOURABLE CONDITIONS THROUGH A SUCCESS STORY","Jean Brousseau; Simon Bélanger; Abderrazak El Ouafi; Jean Rioux; Michael Landry; Frédéric Gauvin; Steve Côté","Design is one of the key elements of any engineering program. According to the Canadian Engineering Accreditation Board (CEAB), design is a creative, interactive and often open-ended process subject to constraints, which may be governed to varying degrees by standards or legislations depending upon the discipline. Industry-based projects are excellent opportunities to help engineering students develop design skills. The benefits of such projects can be very valuable for both the students and the industry partner. However, they do not always lead to success. Through the presentation and analysis of a student-industry success story, the favourable conditions of a joint project are presented in this document. As expected, the most significant success conditions are the students' determination and the partner's commitment, both being correlated. In order to work towards a project's success, the university training team has to ensure that the win-win conditions remain present for the duration of the project."
"Testing an engineering design teaching technique for improving female self-efficacy and belonging in Physics 11 classrooms","Katherina V. Tarnai-Lokhorst","Girls participate equally with boys in Physics11 classrooms in the Greater Victoria Region in BritishColumbia but exhibit lower levels of self-efficacy inphysics, lower beliefs in control over their own destinyand lower perceptions of the value of physics as a career.The hypothesis tests a new paradigm for teachinghigh school physics that is demonstrably simple toimplement, eases teacher workload and creates aneffective tool to enhance student learning. Developedusing participatory action research with Physics 11teachers, an unconventional lesson plan guidesfacilitators of learning through a discovery-basedteaching paradigm that constructs knowledge using theengineering design process.Survey data reveals the activity may significantlydispel gendered perceptions by eliminating differences in beliefs of boys and girls in Physics 11 and increasestudents’ level of comfort in the classroom, factorspredicted to influence self-efficacy."
"SHEDDING LIGHT ON CUSTOMER REQUIREMENT SPECIFICATIONS, FUNCTIONAL SPECIFICATIONS AND REQUIREMENTS LISTS – HOW ENGINEERS LEARN THE CORRECT DOCUMENTATION OF REQUIREMENTS","Ilyas Mattmann; Sebastian Gramlich; Hermann Kloberdanz","Engineering students face a confusion of requirements and product properties during task clarifi-cation in product development projects. As requirements are mainly documented in the form of desired product properties, customer needs and expectations may not be sufficiently considered during the development of new and innovative products.This paper presents the results of a systematic litera-ture analysis of existing requirement documentation forms and analyses the documentation process as it is taught to engineering students. Requirements are often documented through a tripartite process of translating customer ex-pectations from the customer requirement specification to the functional specification, while the requirements list provides the base for the product development process. The contents of these documents appear theoretically different, however, they are barely distinguishable from each other in practice.Therefore, the paper provides a new model-based un-derstanding for the documentation of requirements through gradual concretisation of requirements during the product development process, leading gradually from customer needs and expectations to requirements. Engi-neering students must be able to gradually concretise requirements then document desired product properties to avoid early fixation on specific product properties. Un-dergraduate and graduate engineering students should be taught to consider requirements according to the pro-posed approach as it enables prospective engineers al-ready in the early phases of their engineering education to design highly complex technical products. Thus, the model provides a valuable base for formally supported requirements documentation and the systematic determi-nation of product properties"
"INTEGRATING UCD WITHIN AN AGILE SOFTWARE DEVELOPMENT PROCESS IN AN EDUCATIONAL SETTING","Olga Ormandjieva; Kristina Pitula; Cherifa Mansura","The Canadian Engineering Accreditation Boardhas defined 12 attributes that an institution must demonstrategraduates of its engineering program possess. We are inpursuit of the attribute ""Design” dealing with the students’ability to select candidate engineering design solutions fordevelopment, with three indicators relating to how candidatesolutions are selected. Our approach to teaching “Design” isbased on “learning outcomes” rather than “teaching inputs”.In this paper, we describe the learning outcomes of teaching anewly proposed Integrated User Centered Design (UCD)-Agile Process in the context of a one term project coursewherein teams of undergraduate students apply what theyhave learnt about Agile software development and UserInterface (UI) design in the context of a real-world projectwith actual clients. The Integrated UCD-Agile Processincludes upfront design of the UI in parallel with developmentof the functionalities, UI design specialists for each sprint andusability testing of all UI design decisions"
